column,value,label_value,count,count_share,label_count,label_share,date
reverse_mode,12.0,Dropped off by car by family/friend,11,0.1375,11.0,0.1375,2024-10-04
reverse_mode,21.0,Rental car: Dropped off at rental agency,9,0.1125,9.0,0.1125,2024-10-04
reverse_mode,9.0,Taxi,5,0.0625,5.0,0.0625,2024-10-04
reverse_mode,1.0,Walk,4,0.05,4.0,0.05,2024-10-04
reverse_mode,22.0,Rental car: parked rental car,3,0.0375,3.0,0.0375,2024-10-04
reverse_mode,17.0,Airport flyer shuttle,2,0.025,2.0,0.025,2024-10-04
reverse_mode,13.0,Drove alone and parked,2,0.025,2.0,0.025,2024-10-04
reverse_mode,20.0,Employee shuttle,2,0.025,2.0,0.025,2024-10-04
reverse_mode,14.0,Drove with others and parked,1,0.0125,1.0,0.0125,2024-10-04
reverse_mode,23.0,Hotel shuttle van,1,0.0125,1.0,0.0125,2024-10-04
reverse_mode,16.0,MTS Route 992,1,0.0125,1.0,0.0125,2024-10-04
reverse_mode,19.0,Chartered tour bus,1,0.0125,1.0,0.0125,2024-10-04
reverse_mode,11.0,Car service/black car/limo/executive car,1,0.0125,1.0,0.0125,2024-10-04
reverse_mode_predicted,12.0,Dropped off by car by family/friend,44,0.38596491228070173,44.0,0.38596491228070173,2024-10-04
reverse_mode_predicted,10.0,Uber/Lyft,38,0.3333333333333333,38.0,0.3333333333333333,2024-10-04
reverse_mode_predicted,13.0,Drove alone and parked,7,0.06140350877192982,7.0,0.06140350877192982,2024-10-04
reverse_mode_predicted,17.0,Airport flyer shuttle,6,0.05263157894736842,6.0,0.05263157894736842,2024-10-04
reverse_mode_predicted,14.0,Drove with others and parked,6,0.05263157894736842,6.0,0.05263157894736842,2024-10-04
reverse_mode_predicted,11.0,Car service/black car/limo/executive car,4,0.03508771929824561,4.0,0.03508771929824561,2024-10-04
reverse_mode_predicted,16.0,MTS Route 992,3,0.02631578947368421,3.0,0.02631578947368421,2024-10-04
reverse_mode_predicted,1.0,Walk,2,0.017543859649122806,2.0,0.017543859649122806,2024-10-04
reverse_mode_predicted,3.0,Bicycle: electric bikeshare,1,0.008771929824561403,1.0,0.008771929824561403,2024-10-04
reverse_mode_predicted,4.0,Bicycle: non-electric bikeshare,1,0.008771929824561403,1.0,0.008771929824561403,2024-10-04
reverse_mode_predicted,23.0,Hotel shuttle van,1,0.008771929824561403,1.0,0.008771929824561403,2024-10-04
reverse_mode_predicted,7.0,Bicycle: personal non-electric bicycle,1,0.008771929824561403,1.0,0.008771929824561403,2024-10-04
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,14,0.3888888888888889,14.0,0.3888888888888889,2024-10-04
other_airport_accessmode,10.0,UBER LYFT,7,0.19444444444444445,7.0,0.19444444444444445,2024-10-04
other_airport_accessmode,16.0,OTHER PUBLIC TRANSIT,3,0.08333333333333333,3.0,0.08333333333333333,2024-10-04
other_airport_accessmode,9.0,TAXI,3,0.08333333333333333,3.0,0.08333333333333333,2024-10-04
other_airport_accessmode,14.0,DROVE WITH OTHERS AND PARKED,3,0.08333333333333333,3.0,0.08333333333333333,2024-10-04
other_airport_accessmode,13.0,DROVE ALONE AND PARKED,2,0.05555555555555555,2.0,0.05555555555555555,2024-10-04
other_airport_accessmode,19.0,RENTAL CAR AND DROPPED IT OFF AT RENTAL AGENCY,1,0.027777777777777776,1.0,0.027777777777777776,2024-10-04
other_airport_accessmode,11.0,CAR SERVICE BLACK CAR LIMO EXECUTIVE CAR,1,0.027777777777777776,1.0,0.027777777777777776,2024-10-04
other_airport_accessmode,2.0,WHEELCHAIR OR OTHER MOBILITY DEVICE,1,0.027777777777777776,1.0,0.027777777777777776,2024-10-04
other_airport_accessmode,7.0,PERSONAL NON ELECTRIC BICYCLE,1,0.027777777777777776,1.0,0.027777777777777776,2024-10-04
reverse_commute_mode,12.0,Picked up by car by family/friend,5,0.3333333333333333,5.0,0.3333333333333333,2024-10-04
reverse_commute_mode,16.0,MTS Route 992,4,0.26666666666666666,4.0,0.26666666666666666,2024-10-04
reverse_commute_mode,14.0,Get in a parked vehicle and drive with others,2,0.13333333333333333,2.0,0.13333333333333333,2024-10-04
reverse_commute_mode,17.0,Airport flyer shuttle,2,0.13333333333333333,2.0,0.13333333333333333,2024-10-04
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,1,0.06666666666666667,1.0,0.06666666666666667,2024-10-04
reverse_commute_mode,1.0,Walk,1,0.06666666666666667,1.0,0.06666666666666667,2024-10-04
main_transit_mode,3,None of the above,164,0.8770053475935828,164.0,0.8770053475935828,2024-10-05
